4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
4294967295,36,37,38,39,40,41,42,4294967295,4294967295,4294967295,4294967295,4294967295,0,4294967295
4294967295,35,4294967295,37,4294967295,4294967295,4294967295,43,4294967295,4294967295,4294967295,4294967295,4294967295,1,4294967295
4294967295,34,35,36,37,30,4294967295,44,4294967295,4294967295,4294967295,28,4294967295,2,4294967295
4294967295,33,4294967295,4294967295,4294967295,29,4294967295,4294967295,4294967295,4294967295,4294967295,27,4294967295,3,4294967295
4294967295,32,4294967295,30,4294967295,28,27,26,25,24,25,26,4294967295,4,4294967295
4294967295,31,4294967295,29,4294967295,4294967295,4294967295,4294967295,4294967295,23,4294967295,4294967295,4294967295,5,4294967295
4294967295,30,29,28,27,26,25,24,23,22,21,20,4294967295,6,4294967295
4294967295,4294967295,4294967295,29,4294967295,27,4294967295,4294967295,4294967295,4294967295,4294967295,19,4294967295,7,4294967295
4294967295,32,31,30,4294967295,28,29,30,31,32,4294967295,18,4294967295,8,4294967295
4294967295,33,4294967295,31,4294967295,29,4294967295,4294967295,4294967295,33,4294967295,17,4294967295,9,4294967295
4294967295,34,33,32,31,30,4294967295,36,4294967295,34,4294967295,16,4294967295,10,4294967295
4294967295,35,4294967295,4294967295,4294967295,31,4294967295,35,4294967295,35,4294967295,15,4294967295,11,4294967295
4294967295,36,4294967295,4294967295,4294967295,32,33,34,35,36,4294967295,14,13,12,4294967295
4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
