4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
4294967295,16,17,18,19,20,21,22,4294967295,4294967295,4294967295,4294967295,4294967295,36,4294967295
4294967295,15,4294967295,17,4294967295,4294967295,4294967295,23,4294967295,4294967295,4294967295,4294967295,4294967295,35,4294967295
4294967295,14,15,16,17,18,4294967295,24,4294967295,4294967295,4294967295,20,4294967295,34,4294967295
4294967295,13,4294967295,4294967295,4294967295,19,4294967295,4294967295,4294967295,4294967295,4294967295,19,4294967295,33,4294967295
4294967295,12,4294967295,10,4294967295,20,19,18,17,16,17,18,4294967295,32,4294967295
4294967295,11,4294967295,9,4294967295,4294967295,4294967295,4294967295,4294967295,15,4294967295,4294967295,4294967295,31,4294967295
4294967295,10,9,8,9,10,11,12,13,14,15,16,4294967295,30,4294967295
4294967295,4294967295,4294967295,7,4294967295,9,4294967295,4294967295,4294967295,4294967295,4294967295,17,4294967295,29,4294967295
4294967295,4,5,6,4294967295,8,9,10,11,12,4294967295,18,4294967295,28,4294967295
4294967295,3,4294967295,5,4294967295,7,4294967295,4294967295,4294967295,13,4294967295,19,4294967295,27,4294967295
4294967295,2,3,4,5,6,4294967295,12,13,14,4294967295,20,4294967295,26,4294967295
4294967295,1,4294967295,4294967295,4294967295,7,4294967295,11,4294967295,13,4294967295,21,4294967295,25,4294967295
4294967295,0,1,2,4294967295,8,9,10,11,12,4294967295,22,23,24,4294967295
4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
