4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
4294967295,5036,6037,6038,6039,6040,6041,6042,4294967295,4294967295,4294967295,4294967295,4294967295,0,4294967295
4294967295,5035,4294967295,7037,4294967295,4294967295,4294967295,7043,4294967295,4294967295,4294967295,4294967295,4294967295,1001,4294967295
4294967295,5034,6035,6036,6037,6038,4294967295,7044,4294967295,4294967295,4294967295,7028,4294967295,1002,4294967295
4294967295,5033,4294967295,4294967295,4294967295,7029,4294967295,4294967295,4294967295,4294967295,4294967295,7027,4294967295,1003,4294967295
4294967295,5032,4294967295,5030,4294967295,6028,6027,6026,6025,5024,6025,6026,4294967295,1004,4294967295
4294967295,5031,4294967295,5029,4294967295,4294967295,4294967295,4294967295,4294967295,5023,4294967295,4294967295,4294967295,1005,4294967295
4294967295,4030,4029,4028,4027,4026,4025,4024,4023,4022,4021,3020,4294967295,1006,4294967295
4294967295,4294967295,4294967295,5029,4294967295,5027,4294967295,4294967295,4294967295,4294967295,4294967295,3019,4294967295,1007,4294967295
4294967295,6032,6031,5030,4294967295,5028,6029,6030,6031,6032,4294967295,3018,4294967295,1008,4294967295
4294967295,7033,4294967295,5031,4294967295,5029,4294967295,4294967295,4294967295,7033,4294967295,3017,4294967295,1009,4294967295
4294967295,6034,6033,5032,6031,5030,4294967295,7036,4294967295,7034,4294967295,3016,4294967295,1010,4294967295
4294967295,7035,4294967295,4294967295,4294967295,5031,4294967295,7035,4294967295,7035,4294967295,3015,4294967295,1011,4294967295
4294967295,7036,4294967295,4294967295,4294967295,5032,6033,6034,6035,6036,4294967295,2014,2013,1012,4294967295
4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
